id,reading_date,kwh_value,contract_id
2545,2025-05-31 11:50:24,119.86,43
2546,2025-03-20 11:50:24,217.32,43
2547,2025-04-12 11:50:24,51.13,43
2548,2025-05-19 11:50:24,161.42,43
2549,2025-05-11 11:50:24,255.82,43
2550,2025-03-05 11:50:24,115.88,43
2551,2025-04-25 11:50:24,148.9,43
2552,2025-05-15 11:50:24,128.49,43
2553,2025-04-29 11:50:24,175.98,43
2554,2025-05-10 11:50:24,495.34,43
2555,2025-03-07 11:50:24,275.73,43
2556,2025-05-25 11:50:24,450.88,43
2557,2025-05-23 11:50:24,108.29,43
2558,2025-05-02 11:50:24,161.34,43
2559,2025-04-08 11:50:24,387.28,43
2560,2025-05-30 11:50:24,473.94,43
2561,2025-03-11 11:50:24,458.94,43
2562,2025-05-28 11:50:24,462.71,43
2563,2025-05-01 11:50:24,253.75,43
2564,2025-03-26 11:50:24,138.39,43
2565,2025-03-30 11:50:24,50.98,43
2566,2025-04-09 11:50:24,381.46,43
2567,2025-04-02 11:50:24,311.69,43
2568,2025-05-03 11:50:24,60.71,43
2569,2025-05-18 11:50:24,169.58,43
2570,2025-04-17 11:50:24,314.99,43
2571,2025-03-06 11:50:24,313.39,43
2572,2025-03-24 11:50:24,359.24,43
2573,2025-04-16 11:50:24,199.21,43
2574,2025-03-31 11:50:24,432.25,43
2575,2025-03-18 11:50:24,481.82,43
2576,2025-04-15 11:50:24,407.0,43
2577,2025-03-17 11:50:24,178.55,43
2578,2025-04-05 11:50:24,67.86,43
2579,2025-04-24 11:50:24,360.52,43
2580,2025-04-04 11:50:24,165.94,43
2581,2025-04-11 11:50:24,324.06,44
2582,2025-03-24 11:50:24,341.31,44
2583,2025-04-15 11:50:24,435.46,44
2584,2025-05-08 11:50:24,259.84,44
2585,2025-05-30 11:50:24,50.63,44
2586,2025-04-26 11:50:24,147.99,44
2587,2025-03-26 11:50:24,126.49,44
2588,2025-03-31 11:50:24,466.38,44
2589,2025-03-08 11:50:24,161.17,44
2590,2025-04-03 11:50:24,469.07,44
2591,2025-04-07 11:50:24,446.84,44
2592,2025-04-29 11:50:24,298.63,44
2593,2025-04-22 11:50:24,295.74,44
2594,2025-05-03 11:50:24,213.61,44
2595,2025-04-21 11:50:24,62.46,44
2596,2025-05-20 11:50:24,224.0,44
2597,2025-04-17 11:50:24,164.73,44
2598,2025-05-23 11:50:24,223.12,44
2599,2025-04-10 11:50:24,452.74,44
2600,2025-04-09 11:50:24,364.22,44
2601,2025-03-28 11:50:24,236.51,44
2602,2025-04-12 11:50:24,193.59,44
2603,2025-04-24 11:50:24,453.21,44
2604,2025-05-09 11:50:24,299.59,44
2605,2025-05-11 11:50:24,431.01,44
2606,2025-05-05 11:50:24,317.89,44
2607,2025-04-30 11:50:24,220.7,44
2608,2025-03-14 11:50:24,290.6,44
2609,2025-05-07 11:50:24,438.47,44
2610,2025-05-24 11:50:24,134.47,44
2611,2025-03-05 11:50:24,385.61,44
2612,2025-03-15 11:50:24,251.48,44
2613,2025-05-13 11:50:24,226.33,44
2614,2025-03-07 11:50:24,332.75,44
2615,2025-05-29 11:50:24,271.92,44
2616,2025-03-27 11:50:24,235.33,44
2617,2025-03-22 11:50:24,285.19,44
2618,2025-04-05 11:50:24,309.32,44
2619,2025-05-01 11:50:24,329.05,44
2620,2025-03-17 11:50:24,211.59,44
2621,2025-05-12 11:50:24,396.26,44
2622,2025-03-12 11:50:24,245.93,44
2623,2025-04-16 11:50:24,215.04,44
2624,2025-04-23 11:50:24,282.64,44
2625,2025-05-02 11:50:24,436.75,44
2626,2025-05-28 11:50:24,469.0,44
2627,2025-03-30 11:50:24,486.36,44
2628,2025-03-11 11:50:24,206.1,44
2629,2025-03-13 11:50:24,496.01,44
2630,2025-05-18 11:50:24,190.09,44
2631,2025-03-06 11:50:24,289.99,44
2632,2025-03-19 11:50:24,111.38,44
2633,2025-04-01 11:50:24,448.06,44
2634,2025-05-04 11:50:24,465.2,44
2635,2025-03-21 11:50:24,59.89,44
2636,2025-03-10 11:50:24,397.87,44
2637,2025-05-14 11:50:24,79.35,44
2638,2025-05-27 11:50:24,485.29,44
2639,2025-03-23 11:50:24,71.78,44
2640,2025-04-14 11:50:24,261.12,44
2641,2025-03-23 11:50:24,343.86,45
2642,2025-05-25 11:50:24,331.17,45
2643,2025-04-27 11:50:24,491.34,45
2644,2025-04-29 11:50:24,153.4,45
2645,2025-04-02 11:50:24,187.82,45
2646,2025-05-23 11:50:24,132.68,45
2647,2025-03-15 11:50:24,356.34,45
2648,2025-05-29 11:50:24,180.78,45
2649,2025-03-18 11:50:24,217.9,45
2650,2025-05-11 11:50:24,240.87,45
2651,2025-05-17 11:50:24,395.4,45
2652,2025-05-28 11:50:24,381.01,45
2653,2025-03-28 11:50:24,318.7,45
2654,2025-04-24 11:50:24,301.46,45
2655,2025-05-14 11:50:24,219.74,45
2656,2025-04-15 11:50:24,428.06,45
2657,2025-05-22 11:50:24,365.84,45
2658,2025-05-27 11:50:24,112.38,45
2659,2025-04-25 11:50:24,455.54,45
2660,2025-03-31 11:50:24,120.19,45
2661,2025-05-31 11:50:24,450.37,45
2662,2025-05-19 11:50:24,321.4,45
2663,2025-04-28 11:50:24,310.65,45
2664,2025-05-06 11:50:24,118.16,45
2665,2025-06-01 11:50:24,131.66,45
2666,2025-04-16 11:50:24,285.95,45
2667,2025-03-21 11:50:24,133.28,45
2668,2025-05-04 11:50:24,300.0,45
2669,2025-03-13 11:50:24,309.43,45
2670,2025-04-08 11:50:24,185.13,45
2671,2025-03-07 11:50:24,311.48,45
2672,2025-04-11 11:50:24,434.65,45
2673,2025-03-16 11:50:24,427.16,45
2674,2025-05-12 11:50:24,274.82,45
2675,2025-05-26 11:50:24,337.48,45
2676,2025-04-20 11:50:24,399.68,45
2677,2025-05-13 11:50:24,392.96,45
2678,2025-05-18 11:50:24,70.49,45
2679,2025-04-22 11:50:24,260.32,45
2680,2025-04-30 11:50:24,338.87,45
2681,2025-03-29 11:50:24,291.5,45
2682,2025-03-09 11:50:24,184.07,45
2683,2025-05-01 11:50:24,223.21,45
2684,2025-04-09 11:50:24,115.16,45
2685,2025-05-24 11:50:24,272.7,45
2686,2025-04-10 11:50:24,439.14,45
2687,2025-03-19 11:50:24,255.48,45
2688,2025-03-08 11:50:24,269.6,45
2689,2025-05-08 11:50:24,272.21,45
2690,2025-04-05 11:50:24,152.9,45
2691,2025-04-26 11:50:24,109.05,45
2692,2025-05-16 11:50:24,283.28,45
2693,2025-03-06 11:50:24,146.89,45
2694,2025-03-20 11:50:24,75.78,45
2695,2025-04-01 11:50:24,467.34,45
2696,2025-03-11 11:50:24,299.29,45
2697,2025-05-20 11:50:24,321.2,45
2698,2025-03-10 11:50:24,294.78,45
2699,2025-05-02 11:50:24,270.32,45
2700,2025-03-12 11:50:24,348.58,45
2701,2025-03-10 11:50:24,293.59,46
2702,2025-03-21 11:50:24,54.56,46
2703,2025-03-11 11:50:24,453.79,46
2704,2025-04-02 11:50:24,240.35,46
2705,2025-03-15 11:50:24,294.38,46
2706,2025-05-08 11:50:24,368.41,46
2707,2025-05-05 11:50:24,446.5,46
2708,2025-03-08 11:50:24,100.18,46
2709,2025-04-22 11:50:24,335.21,46
2710,2025-05-16 11:50:24,61.46,46
2711,2025-05-06 11:50:24,114.83,46
2712,2025-05-01 11:50:24,267.64,46
2713,2025-03-27 11:50:24,146.45,46
2714,2025-04-16 11:50:24,89.55,46
2715,2025-04-18 11:50:24,224.19,46
2716,2025-05-11 11:50:24,218.0,46
2717,2025-03-26 11:50:24,304.11,46
2718,2025-03-05 11:50:24,198.26,46
2719,2025-04-19 11:50:24,197.31,46
2720,2025-06-02 11:50:24,391.93,46
2721,2025-05-13 11:50:24,272.53,46
2722,2025-04-27 11:50:24,72.37,46
2723,2025-04-17 11:50:24,83.89,46
2724,2025-03-07 11:50:24,461.98,46
2725,2025-04-25 11:50:24,249.78,46
2726,2025-05-24 11:50:24,443.47,46
2727,2025-05-14 11:50:24,374.04,46
2728,2025-05-04 11:50:24,276.5,46
2729,2025-04-15 11:50:24,480.92,46
2730,2025-03-20 11:50:24,328.17,46
2731,2025-05-22 11:50:24,77.93,46
2732,2025-04-06 11:50:24,348.48,46
2733,2025-04-03 11:50:24,208.28,46
2734,2025-03-22 11:50:24,216.97,46
2735,2025-03-09 11:50:24,239.48,46
2736,2025-03-19 11:50:24,411.64,46
2737,2025-05-29 11:50:24,458.55,46
2738,2025-04-09 11:50:24,469.81,46
2739,2025-03-24 11:50:24,142.27,46
2740,2025-05-28 11:50:24,290.97,46
2741,2025-05-09 11:50:24,303.3,46
2742,2025-05-26 11:50:24,358.86,46
2743,2025-05-19 11:50:24,416.38,46
2744,2025-03-28 11:50:24,477.57,46
2745,2025-05-17 11:50:24,403.03,46
2746,2025-05-25 11:50:24,202.52,46
2747,2025-03-30 11:50:24,170.74,46
2748,2025-04-05 11:50:24,411.8,46
2749,2025-03-16 11:50:24,294.34,46
2750,2025-04-14 11:50:24,319.17,46
2751,2025-04-12 11:50:24,125.68,46
2752,2025-05-07 11:50:24,89.66,46
2753,2025-05-20 11:50:24,301.31,46
2754,2025-04-08 11:50:24,444.95,46
2755,2025-04-26 11:50:24,91.07,46
2756,2025-04-04 11:50:24,346.36,46
2757,2025-05-03 11:50:24,220.38,46
2758,2025-04-13 11:50:24,272.78,46
2759,2025-04-07 11:50:24,445.6,46
2760,2025-05-31 11:50:24,312.74,46
2761,2025-05-31 11:50:24,243.74,47
2762,2025-05-29 11:50:24,415.85,47
2763,2025-05-12 11:50:24,194.97,47
2764,2025-04-01 11:50:24,287.22,47
2765,2025-03-26 11:50:24,407.39,47
2766,2025-03-14 11:50:24,91.02,47
2767,2025-04-02 11:50:24,71.21,47
2768,2025-03-25 11:50:24,333.68,47
2769,2025-03-15 11:50:24,349.18,47
2770,2025-04-26 11:50:24,372.44,47
2771,2025-03-09 11:50:24,495.96,47
2772,2025-03-31 11:50:24,299.71,47
2773,2025-04-27 11:50:24,463.03,47
2774,2025-05-30 11:50:24,255.6,47
2775,2025-05-23 11:50:24,327.52,47
2776,2025-04-09 11:50:24,458.78,47
2777,2025-05-21 11:50:24,59.44,47
2778,2025-03-18 11:50:24,243.53,47
2779,2025-04-22 11:50:24,193.2,47
2780,2025-03-24 11:50:24,111.58,47
2781,2025-04-05 11:50:24,275.11,47
2782,2025-04-20 11:50:24,246.31,47
2783,2025-03-08 11:50:24,60.26,47
2784,2025-04-17 11:50:24,116.45,47
2785,2025-03-17 11:50:24,82.72,47
2786,2025-03-28 11:50:24,57.51,47
2787,2025-03-06 11:50:24,492.85,47
2788,2025-04-25 11:50:24,332.3,47
2789,2025-04-23 11:50:24,413.29,47
2790,2025-04-10 11:50:24,326.76,47
2791,2025-05-05 11:50:24,479.77,47
2792,2025-05-03 11:50:24,365.91,47
2793,2025-05-04 11:50:24,449.13,47
2794,2025-04-06 11:50:24,289.69,47
2795,2025-06-01 11:50:24,119.04,47
2796,2025-05-13 11:50:24,370.79,47
2797,2025-05-26 11:50:24,91.48,47
2798,2025-05-15 11:50:24,174.72,47
2799,2025-04-03 11:50:24,338.64,47
2800,2025-05-16 11:50:24,52.65,47
2801,2025-05-20 11:50:24,92.98,47
2802,2025-05-09 11:50:24,377.97,47
2803,2025-05-28 11:50:24,145.36,47
2804,2025-04-13 11:50:24,233.96,47
2805,2025-05-18 11:50:24,264.82,47
2806,2025-04-14 11:50:24,288.9,47
2807,2025-05-17 11:50:24,478.06,47
2808,2025-05-01 11:50:24,125.13,47
2809,2025-04-08 11:50:24,212.25,47
2810,2025-05-11 11:50:24,423.89,47
2811,2025-04-16 11:50:24,327.64,47
2812,2025-04-24 11:50:24,84.84,47
2813,2025-03-12 11:50:24,265.86,47
2814,2025-04-18 11:50:24,118.22,47
2815,2025-03-29 11:50:24,455.75,47
2816,2025-03-10 11:50:24,372.84,47
2817,2025-04-28 11:50:24,373.94,47
2818,2025-04-07 11:50:24,129.03,47
2819,2025-05-25 11:50:24,419.26,47
2820,2025-04-29 11:50:24,359.78,47
2821,2025-05-01 11:50:24,257.91,48
2822,2025-05-27 11:50:24,134.2,48
2823,2025-04-02 11:50:24,401.33,48
2824,2025-05-30 11:50:24,444.55,48
2825,2025-04-29 11:50:24,296.84,48
2826,2025-03-09 11:50:24,473.0,48
2827,2025-05-20 11:50:24,65.51,48
2828,2025-03-16 11:50:24,318.45,48
2829,2025-03-27 11:50:24,389.04,48
2830,2025-06-01 11:50:24,456.41,48
2831,2025-04-10 11:50:24,446.09,48
2832,2025-05-18 11:50:24,81.16,48
2833,2025-04-23 11:50:24,325.84,48
2834,2025-04-22 11:50:24,390.4,48
2835,2025-04-12 11:50:24,205.73,48
2836,2025-05-08 11:50:24,495.94,48
2837,2025-03-23 11:50:24,453.55,48
2838,2025-03-14 11:50:24,446.12,48
2839,2025-03-25 11:50:24,311.29,48
2840,2025-04-28 11:50:24,207.71,48
2841,2025-05-26 11:50:24,156.19,48
2842,2025-03-10 11:50:24,444.51,48
2843,2025-04-08 11:50:24,266.69,48
2844,2025-05-31 11:50:24,231.79,48
2845,2025-04-09 11:50:24,366.7,48
2846,2025-04-01 11:50:24,116.3,48
2847,2025-05-13 11:50:24,261.14,48
2848,2025-04-13 11:50:24,111.71,48
2849,2025-04-24 11:50:24,162.8,48
2850,2025-03-29 11:50:24,300.03,48
2851,2025-03-08 11:50:24,129.66,48
2852,2025-04-25 11:50:24,313.74,48
2853,2025-05-25 11:50:24,359.5,48
2854,2025-04-16 11:50:24,177.16,48
2855,2025-05-15 11:50:24,456.81,48
2856,2025-04-05 11:50:24,408.5,48
2857,2025-03-19 11:50:24,145.04,48
2858,2025-05-28 11:50:24,87.53,48
2859,2025-03-06 11:50:24,57.63,48
2860,2025-03-07 11:50:24,107.17,48
2861,2025-05-23 11:50:24,154.21,48
2862,2025-04-03 11:50:24,466.31,48
2863,2025-03-30 11:50:24,81.98,48
2864,2025-04-26 11:50:24,261.71,48
2865,2025-05-03 11:50:24,302.04,48
2866,2025-06-02 11:50:24,466.9,48
2867,2025-04-11 11:50:24,268.09,48
2868,2025-04-30 11:50:24,469.81,48
2869,2025-04-14 11:50:24,434.42,48
2870,2025-04-06 11:50:24,227.16,48
2871,2025-05-17 11:50:24,379.03,48
2872,2025-03-31 11:50:24,318.58,48
2873,2025-05-19 11:50:24,482.2,48
2874,2025-04-27 11:50:24,115.64,48
2875,2025-05-09 11:50:24,218.5,48
2876,2025-05-05 11:50:24,87.52,48
2877,2025-05-10 11:50:24,269.37,48
2878,2025-03-15 11:50:24,119.78,48
2879,2025-03-12 11:50:24,417.3,48
2880,2025-03-26 11:50:24,124.17,48
2881,2025-05-24 11:50:24,110.28,49
2882,2025-04-11 11:50:24,486.38,49
2883,2025-04-04 11:50:24,146.5,49
2884,2025-05-27 11:50:24,403.13,49
2885,2025-03-19 11:50:24,425.73,49
2886,2025-03-11 11:50:24,445.26,49
2887,2025-03-07 11:50:24,156.79,49
2888,2025-03-14 11:50:24,71.26,49
2889,2025-05-14 11:50:24,339.03,49
2890,2025-03-17 11:50:24,323.1,49
2891,2025-04-06 11:50:24,109.88,49
2892,2025-03-09 11:50:24,69.59,49
2893,2025-05-22 11:50:24,325.61,49
2894,2025-03-31 11:50:24,435.23,49
2895,2025-05-09 11:50:24,298.61,49
2896,2025-05-08 11:50:24,144.82,49
2897,2025-05-11 11:50:24,203.66,49
2898,2025-04-21 11:50:24,371.64,49
2899,2025-05-02 11:50:24,184.06,49
2900,2025-05-01 11:50:24,272.9,49
2901,2025-03-16 11:50:24,451.27,49
2902,2025-05-30 11:50:24,187.07,49
2903,2025-03-25 11:50:24,335.26,49
2904,2025-03-12 11:50:24,446.82,49
2905,2025-03-13 11:50:24,402.95,49
2906,2025-04-23 11:50:24,130.58,49
2907,2025-05-05 11:50:24,69.32,49
2908,2025-05-21 11:50:24,116.6,49
2909,2025-04-18 11:50:24,129.21,49
2910,2025-04-19 11:50:24,114.9,49
2911,2025-04-05 11:50:24,265.44,49
2912,2025-04-29 11:50:24,309.66,49
2913,2025-03-21 11:50:24,167.97,49
2914,2025-05-13 11:50:24,257.73,49
2915,2025-05-25 11:50:24,162.91,49
2916,2025-05-04 11:50:24,142.61,49
2917,2025-04-10 11:50:24,169.07,49
2918,2025-03-05 11:50:24,480.12,49
2919,2025-04-08 11:50:24,347.42,49
2920,2025-04-27 11:50:24,204.1,49
2921,2025-04-14 11:50:24,438.2,49
2922,2025-05-15 11:50:24,408.14,49
2923,2025-05-28 11:50:24,306.39,49
2924,2025-04-30 11:50:24,458.55,49
2925,2025-04-01 11:50:24,91.9,49
2926,2025-05-12 11:50:24,130.99,49
2927,2025-03-08 11:50:24,74.07,49
2928,2025-03-29 11:50:24,481.12,49
2929,2025-04-22 11:50:24,331.39,49
2930,2025-04-20 11:50:24,433.1,49
2931,2025-04-15 11:50:24,326.37,49
2932,2025-04-13 11:50:24,52.58,49
2933,2025-03-28 11:50:24,197.68,49
2934,2025-05-07 11:50:24,57.94,49
2935,2025-05-20 11:50:24,189.21,49
2936,2025-06-02 11:50:24,358.26,49
2937,2025-04-03 11:50:24,381.13,49
2938,2025-05-31 11:50:24,283.84,49
2939,2025-05-29 11:50:24,264.31,49
2940,2025-03-27 11:50:24,268.42,49
2941,2025-05-25 11:50:24,307.74,50
2942,2025-04-23 11:50:24,247.46,50
2943,2025-06-01 11:50:24,160.54,50
2944,2025-04-10 11:50:24,290.83,50
2945,2025-05-21 11:50:24,68.4,50
2946,2025-04-12 11:50:24,217.0,50
2947,2025-03-31 11:50:24,328.14,50
2948,2025-03-25 11:50:24,150.56,50
2949,2025-05-05 11:50:24,102.98,50
2950,2025-04-20 11:50:24,321.06,50
2951,2025-03-30 11:50:24,256.82,50
2952,2025-05-04 11:50:24,119.08,50
2953,2025-04-06 11:50:24,247.65,50
2954,2025-03-08 11:50:24,287.33,50
2955,2025-03-22 11:50:24,250.8,50
2956,2025-05-23 11:50:24,426.28,50
2957,2025-04-03 11:50:24,328.19,50
2958,2025-03-26 11:50:24,208.51,50
2959,2025-03-17 11:50:24,181.36,50
2960,2025-04-15 11:50:24,355.69,50
2961,2025-03-15 11:50:24,68.08,50
2962,2025-04-17 11:50:24,334.69,50
2963,2025-05-03 11:50:24,107.7,50
2964,2025-04-11 11:50:24,74.38,50
2965,2025-03-27 11:50:24,73.31,50
2966,2025-03-13 11:50:24,198.71,50
2967,2025-05-17 11:50:24,179.62,50
2968,2025-05-14 11:50:24,107.15,50
2969,2025-04-27 11:50:24,216.74,50
2970,2025-05-11 11:50:24,52.36,50
2971,2025-05-09 11:50:24,176.56,50
2972,2025-05-22 11:50:24,112.59,50
2973,2025-04-16 11:50:24,117.65,50
2974,2025-04-28 11:50:24,75.81,50
2975,2025-05-29 11:50:24,275.94,50
2976,2025-05-19 11:50:24,137.85,50
2977,2025-04-29 11:50:24,376.92,50
2978,2025-05-20 11:50:24,334.73,50
2979,2025-03-14 11:50:24,471.81,50
2980,2025-03-28 11:50:24,228.76,50
2981,2025-05-24 11:50:24,177.86,50
2982,2025-03-23 11:50:24,388.83,50
2983,2025-04-13 11:50:24,163.2,50
2984,2025-04-30 11:50:24,334.46,50
2985,2025-05-15 11:50:24,365.49,50
2986,2025-03-10 11:50:24,281.74,50
2987,2025-04-21 11:50:24,495.12,50
2988,2025-06-02 11:50:24,246.32,50
2989,2025-05-13 11:50:24,461.27,50
2990,2025-03-11 11:50:24,240.92,50
2991,2025-04-07 11:50:24,452.17,50
2992,2025-03-21 11:50:24,245.76,50
2993,2025-04-08 11:50:24,327.38,50
2994,2025-04-01 11:50:24,425.19,50
2995,2025-05-02 11:50:24,424.59,50
2996,2025-04-18 11:50:24,447.21,50
2997,2025-03-16 11:50:24,235.46,50
2998,2025-04-25 11:50:24,164.09,50
2999,2025-03-12 11:50:24,204.64,50
3000,2025-04-09 11:50:24,139.33,50
3001,2025-06-02 11:50:24,77.33,51
3002,2025-05-27 11:50:24,109.06,51
3003,2025-03-12 11:50:24,455.46,51
3004,2025-03-13 11:50:24,404.23,51
3005,2025-04-06 11:50:24,266.31,51
3006,2025-04-19 11:50:24,53.8,51
3007,2025-03-07 11:50:24,253.52,51
3008,2025-03-06 11:50:24,468.52,51
3009,2025-04-22 11:50:24,431.26,51
3010,2025-04-05 11:50:24,199.42,51
3011,2025-05-04 11:50:24,304.28,51
3012,2025-03-08 11:50:24,283.68,51
3013,2025-03-09 11:50:24,335.65,51
3014,2025-03-30 11:50:24,257.86,51
3015,2025-05-03 11:50:24,394.53,51
3016,2025-03-20 11:50:24,128.35,51
3017,2025-05-17 11:50:24,350.92,51
3018,2025-04-12 11:50:24,182.76,51
3019,2025-04-01 11:50:24,206.81,51
3020,2025-04-04 11:50:24,257.7,51
3021,2025-04-29 11:50:24,350.29,51
3022,2025-03-11 11:50:24,205.78,51
3023,2025-03-25 11:50:24,454.49,51
3024,2025-05-02 11:50:24,266.48,51
3025,2025-05-22 11:50:24,76.63,51
3026,2025-04-17 11:50:24,446.66,51
3027,2025-03-18 11:50:24,397.81,51
3028,2025-03-26 11:50:24,176.8,51
3029,2025-03-19 11:50:24,196.48,51
3030,2025-03-21 11:50:24,216.64,51
3031,2025-05-10 11:50:24,79.91,51
3032,2025-05-06 11:50:24,322.94,51
3033,2025-04-08 11:50:24,450.66,51
3034,2025-03-05 11:50:24,320.13,51
3035,2025-05-19 11:50:24,379.71,51
3036,2025-04-26 11:50:24,379.39,51
3037,2025-04-27 11:50:24,201.94,51
3038,2025-05-29 11:50:24,440.71,51
3039,2025-05-21 11:50:24,489.11,51
3040,2025-05-28 11:50:24,263.79,51
3041,2025-04-23 11:50:24,403.7,51
3042,2025-05-15 11:50:24,50.73,51
3043,2025-04-16 11:50:24,107.06,51
3044,2025-04-18 11:50:24,279.01,51
3045,2025-05-26 11:50:24,100.53,51
3046,2025-04-02 11:50:24,113.77,51
3047,2025-05-01 11:50:24,185.46,51
3048,2025-03-23 11:50:24,81.78,51
3049,2025-04-07 11:50:24,122.99,51
3050,2025-04-10 11:50:24,132.43,51
3051,2025-03-31 11:50:24,221.77,51
3052,2025-05-08 11:50:24,141.9,51
3053,2025-04-24 11:50:24,56.55,51
3054,2025-04-15 11:50:24,85.33,51
3055,2025-05-24 11:50:24,391.28,51
3056,2025-05-12 11:50:24,320.37,51
3057,2025-04-13 11:50:24,147.02,51
3058,2025-05-23 11:50:24,395.7,51
3059,2025-03-28 11:50:24,138.76,51
3060,2025-03-15 11:50:24,488.6,51
3061,2025-05-28 11:50:24,378.15,52
3062,2025-03-23 11:50:24,409.9,52
3063,2025-04-02 11:50:24,108.58,52
3064,2025-04-25 11:50:24,81.27,52
3065,2025-05-02 11:50:24,470.65,52
3066,2025-04-16 11:50:24,378.75,52
3067,2025-03-17 11:50:24,462.25,52
3068,2025-04-08 11:50:24,321.26,52
3069,2025-04-29 11:50:24,362.97,52
3070,2025-05-29 11:50:24,433.73,52
3071,2025-05-13 11:50:24,185.38,52
3072,2025-04-22 11:50:24,221.53,52
3073,2025-06-02 11:50:24,118.11,52
3074,2025-03-07 11:50:24,345.0,52
3075,2025-03-10 11:50:24,358.22,52
3076,2025-04-04 11:50:24,370.15,52
3077,2025-04-28 11:50:24,74.86,52
3078,2025-04-05 11:50:24,175.59,52
3079,2025-03-22 11:50:24,254.46,52
3080,2025-04-07 11:50:24,377.76,52
3081,2025-04-27 11:50:24,277.87,52
3082,2025-04-26 11:50:24,426.41,52
3083,2025-05-17 11:50:24,220.13,52
3084,2025-03-11 11:50:24,266.86,52
3085,2025-05-31 11:50:24,372.41,52
3086,2025-03-12 11:50:24,112.17,52
3087,2025-03-25 11:50:24,375.05,52
3088,2025-04-24 11:50:24,72.78,52
3089,2025-04-13 11:50:24,171.51,52
3090,2025-04-06 11:50:24,130.23,52
3091,2025-05-03 11:50:24,168.75,52
3092,2025-03-24 11:50:24,198.35,52
3093,2025-05-20 11:50:24,185.47,52
3094,2025-05-11 11:50:24,226.5,52
3095,2025-04-18 11:50:24,232.83,52
3096,2025-04-21 11:50:24,471.52,52
3097,2025-03-21 11:50:24,63.43,52
3098,2025-04-15 11:50:24,88.57,52
3099,2025-05-12 11:50:24,77.9,52
3100,2025-03-15 11:50:24,112.79,52
3101,2025-03-28 11:50:24,258.97,52
3102,2025-04-01 11:50:24,322.27,52
3103,2025-03-20 11:50:24,367.57,52
3104,2025-05-14 11:50:24,233.08,52
3105,2025-04-17 11:50:24,318.24,52
3106,2025-04-10 11:50:24,189.12,52
3107,2025-04-11 11:50:24,374.23,52
3108,2025-03-08 11:50:24,297.57,52
3109,2025-04-20 11:50:24,216.88,52
3110,2025-04-14 11:50:24,137.47,52
3111,2025-05-26 11:50:24,152.66,52
3112,2025-06-01 11:50:24,152.88,52
3113,2025-03-16 11:50:24,136.61,52
3114,2025-05-23 11:50:24,58.18,52
3115,2025-03-29 11:50:24,222.03,52
3116,2025-03-18 11:50:24,61.3,52
3117,2025-04-03 11:50:24,321.4,52
3118,2025-03-27 11:50:24,452.3,52
3119,2025-04-12 11:50:24,196.57,52
3120,2025-05-25 11:50:24,214.75,52
3121,2025-04-11 11:50:24,278.94,53
3122,2025-05-31 11:50:24,437.21,53
3123,2025-04-14 11:50:24,146.45,53
3124,2025-03-05 11:50:24,158.54,53
3125,2025-05-05 11:50:24,430.25,53
3126,2025-04-01 11:50:24,146.18,53
3127,2025-03-22 11:50:24,275.86,53
3128,2025-03-18 11:50:24,331.87,53
3129,2025-04-23 11:50:24,416.0,53
3130,2025-05-17 11:50:24,112.4,53
3131,2025-03-14 11:50:24,55.71,53
3132,2025-04-08 11:50:24,299.22,53
3133,2025-05-21 11:50:24,149.67,53
3134,2025-03-20 11:50:24,52.9,53
3135,2025-04-22 11:50:24,375.86,53
3136,2025-05-04 11:50:24,354.88,53
3137,2025-03-25 11:50:24,299.33,53
3138,2025-04-28 11:50:24,465.69,53
3139,2025-05-07 11:50:24,155.64,53
3140,2025-05-12 11:50:24,324.66,53
3141,2025-04-24 11:50:24,51.47,53
3142,2025-04-15 11:50:24,216.01,53
3143,2025-04-12 11:50:24,109.05,53
3144,2025-05-26 11:50:24,354.12,53
3145,2025-05-24 11:50:24,217.34,53
3146,2025-03-28 11:50:24,322.52,53
3147,2025-05-20 11:50:24,104.91,53
3148,2025-04-04 11:50:24,132.74,53
3149,2025-04-18 11:50:24,187.45,53
3150,2025-04-10 11:50:24,482.88,53
3151,2025-04-17 11:50:24,493.2,53
3152,2025-05-28 11:50:24,393.86,53
3153,2025-05-03 11:50:24,420.99,53
3154,2025-04-26 11:50:24,147.97,53
3155,2025-03-17 11:50:24,54.21,53
3156,2025-04-20 11:50:24,485.29,53
3157,2025-03-21 11:50:24,406.46,53
3158,2025-03-30 11:50:24,231.94,53
3159,2025-05-13 11:50:24,462.38,53
3160,2025-03-23 11:50:24,329.9,53
3161,2025-03-19 11:50:24,290.75,53
3162,2025-03-15 11:50:24,237.14,53
3163,2025-06-01 11:50:24,231.34,53
3164,2025-03-13 11:50:24,129.98,53
3165,2025-04-29 11:50:24,483.65,53
3166,2025-05-29 11:50:24,170.45,53
3167,2025-05-23 11:50:24,115.71,53
3168,2025-04-02 11:50:24,494.46,53
3169,2025-05-25 11:50:24,318.62,53
3170,2025-03-07 11:50:24,143.62,53
3171,2025-04-07 11:50:24,206.96,53
3172,2025-04-19 11:50:24,64.63,53
3173,2025-05-06 11:50:24,428.54,53
3174,2025-04-03 11:50:24,89.19,53
3175,2025-05-27 11:50:24,302.19,53
3176,2025-04-30 11:50:24,370.18,53
3177,2025-05-02 11:50:24,447.83,53
3178,2025-03-16 11:50:24,272.17,53
3179,2025-03-10 11:50:24,464.98,53
